# access control bulk log — generated
# timezone: Asia/Seoul
2024-07-29T17:14:12+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-29T17:14:24+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:14:39+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=ENTER
2024-07-29T17:14:41+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=DENIED
2024-07-29T17:14:45+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=PING
2024-07-29T17:14:55+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=DENIED
2024-07-29T17:15:17+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:15:21+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=DENIED
2024-07-29T17:15:23+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:15:52+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=ENTER
2024-07-29T17:16:05+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=PING
2024-07-29T17:16:06+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:16:10+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:16:22+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:16:34+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=ENTER
2024-07-29T17:16:36+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=DENIED
2024-07-29T17:16:36+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=PING
2024-07-29T17:17:04+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=PING
2024-07-29T17:17:08+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=PING
2024-07-29T17:17:14+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=PING
2024-07-29T17:17:15+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=EXIT
2024-07-29T17:17:16+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:17:34+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=EXIT
2024-07-29T17:17:41+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:17:47+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:17:53+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=ENTER
2024-07-29T17:18:12+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:18:22+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=DENIED
2024-07-29T17:18:31+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:18:39+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=ENTER
2024-07-29T17:18:53+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=DENIED
2024-07-29T17:19:13+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:19:16+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:19:17+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=PING
2024-07-29T17:19:35+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:19:51+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=EXIT
2024-07-29T17:19:58+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:20:18+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-29T17:20:20+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:20:35+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=ENTER
2024-07-29T17:20:35+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:20:38+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:20:45+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=EXIT
2024-07-29T17:20:46+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:20:52+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=DENIED
2024-07-29T17:21:02+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=EXIT
2024-07-29T17:21:06+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=PING
2024-07-29T17:21:14+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=ENTER
2024-07-29T17:21:23+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=PING
2024-07-29T17:21:39+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:21:40+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:21:46+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=ENTER
2024-07-29T17:22:01+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:22:18+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=ENTER
2024-07-29T17:22:27+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=ENTER
2024-07-29T17:22:44+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:22:55+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-29T17:22:59+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:23:05+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:23:24+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:23:28+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=EXIT
2024-07-29T17:23:29+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=EXIT
2024-07-29T17:23:41+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=PING
2024-07-29T17:23:44+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:24:13+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=ENTER
2024-07-29T17:24:19+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:24:26+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:24:35+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=EXIT
2024-07-29T17:24:51+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=DENIED
2024-07-29T17:24:54+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=ENTER
2024-07-29T17:25:00+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=PING
2024-07-29T17:25:06+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:25:17+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=ENTER
2024-07-29T17:25:42+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=DENIED
2024-07-29T17:25:47+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:25:52+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:25:55+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=EXIT
2024-07-29T17:26:12+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=EXIT
2024-07-29T17:26:13+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=DENIED
2024-07-29T17:26:25+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:26:26+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:26:56+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=DENIED
2024-07-29T17:27:01+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:27:06+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=EXIT
2024-07-29T17:27:08+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:27:11+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:27:18+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:27:18+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-29T17:27:30+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:27:32+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=PING
2024-07-29T17:27:40+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=PING
2024-07-29T17:27:52+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=ENTER
2024-07-29T17:28:00+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=ENTER
2024-07-29T17:28:06+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=ENTER
2024-07-29T17:28:14+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=PING
2024-07-29T17:28:25+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:28:31+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:28:41+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=EXIT
2024-07-29T17:28:51+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:28:55+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:29:01+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=DENIED
2024-07-29T17:29:04+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=DENIED
2024-07-29T17:29:24+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=DENIED
2024-07-29T17:29:40+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:29:42+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:29:55+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=PING
2024-07-29T17:30:10+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:30:11+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=PING
2024-07-29T17:30:21+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:30:29+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=EXIT
2024-07-29T17:30:30+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:30:30+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-29T17:30:43+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=PING
2024-07-29T17:30:44+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:30:52+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=PING
2024-07-29T17:31:01+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=EXIT
2024-07-29T17:31:09+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=EXIT
2024-07-29T17:31:15+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:31:16+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=PING
2024-07-29T17:31:28+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=PING
2024-07-29T17:31:33+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=ENTER
2024-07-29T17:31:46+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=PING
2024-07-29T17:31:55+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=DENIED
2024-07-29T17:31:58+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=DENIED
2024-07-29T17:32:02+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=ENTER
2024-07-29T17:32:06+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:32:13+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:32:19+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:32:29+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:32:31+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:32:42+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:32:45+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:32:55+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=PING
2024-07-29T17:32:57+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=EXIT
2024-07-29T17:33:04+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:33:06+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=EXIT
2024-07-29T17:33:15+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=PING
2024-07-29T17:33:29+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:33:42+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:33:44+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:33:49+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=DENIED
2024-07-29T17:34:09+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=PING
2024-07-29T17:34:13+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=PING
2024-07-29T17:34:18+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=PING
2024-07-29T17:34:19+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=ENTER
2024-07-29T17:34:26+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=EXIT
2024-07-29T17:34:26+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=EXIT
2024-07-29T17:34:41+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:34:41+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-29T17:34:54+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:34:56+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:35:03+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:35:17+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:35:18+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=ENTER
2024-07-29T17:35:46+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=ENTER
2024-07-29T17:35:49+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=DENIED
2024-07-29T17:35:50+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=EXIT
2024-07-29T17:35:59+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=PING
2024-07-29T17:36:15+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=PING
2024-07-29T17:36:20+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=ENTER
2024-07-29T17:36:29+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=DENIED
2024-07-29T17:36:35+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:36:40+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=PING
2024-07-29T17:36:46+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:36:57+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=ENTER
2024-07-29T17:36:58+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:37:04+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=EXIT
2024-07-29T17:37:22+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=DENIED
2024-07-29T17:37:36+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:37:37+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:37:57+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:38:20+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=PING
2024-07-29T17:38:21+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=DENIED
2024-07-29T17:38:27+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:38:43+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:38:55+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=ENTER
2024-07-29T17:38:59+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:39:09+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=EXIT
2024-07-29T17:39:15+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=DENIED
2024-07-29T17:39:21+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=PING
2024-07-29T17:39:28+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=EXIT
2024-07-29T17:39:28+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=EXIT
2024-07-29T17:39:33+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=ENTER
2024-07-29T17:39:43+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:39:50+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=ENTER
2024-07-29T17:40:00+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:40:07+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=EXIT
2024-07-29T17:40:17+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=DENIED
2024-07-29T17:40:23+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=EXIT
2024-07-29T17:40:24+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=DENIED
2024-07-29T17:40:25+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=PING
2024-07-29T17:40:40+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:40:44+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=ENTER
2024-07-29T17:41:08+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=ENTER
2024-07-29T17:41:12+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=PING
2024-07-29T17:41:22+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=EXIT
2024-07-29T17:41:31+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=DENIED
2024-07-29T17:41:40+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:41:44+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=EXIT
2024-07-29T17:41:54+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=PING
2024-07-29T17:42:03+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=EXIT
2024-07-29T17:42:06+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:42:15+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=EXIT
2024-07-29T17:42:17+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:42:25+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:42:31+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=PING
2024-07-29T17:42:33+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:42:53+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:43:01+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=ENTER
2024-07-29T17:43:06+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=PING
2024-07-29T17:43:12+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=PING
2024-07-29T17:43:13+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:43:19+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:43:23+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:43:43+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:43:52+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:43:53+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:44:00+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:44:08+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=ENTER
2024-07-29T17:44:09+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:44:17+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=EXIT
2024-07-29T17:44:19+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:44:25+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:44:25+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:44:28+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=ENTER
2024-07-29T17:44:44+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=DENIED
2024-07-29T17:44:58+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=DENIED
2024-07-29T17:45:09+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=DENIED
2024-07-29T17:45:26+09:00 badge=E-J name=조연구원 auth=badge door=lab ACTION=DENIED
2024-07-29T17:45:38+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:45:43+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:45:48+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:45:50+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=PING
2024-07-29T17:45:53+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=DENIED
2024-07-29T17:46:06+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=EXIT
2024-07-29T17:46:16+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=EXIT
2024-07-29T17:46:20+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=PING
2024-07-29T17:46:33+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:46:40+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:46:48+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=EXIT
2024-07-29T17:46:48+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=ENTER
2024-07-29T17:46:57+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=ENTER
2024-07-29T17:47:17+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=ENTER
2024-07-29T17:47:26+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:47:30+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=EXIT
2024-07-29T17:47:36+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=EXIT
2024-07-29T17:47:51+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=EXIT
2024-07-29T17:47:58+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=ENTER
2024-07-29T17:48:00+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=PING
2024-07-29T17:48:11+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=DENIED
2024-07-29T17:48:21+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=PING
2024-07-29T17:48:30+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=PING
2024-07-29T17:48:38+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=EXIT
2024-07-29T17:48:42+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=ENTER
2024-07-29T17:48:44+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=ENTER
2024-07-29T17:48:51+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:48:54+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=EXIT
2024-07-29T17:49:17+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=EXIT
2024-07-29T17:49:27+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=EXIT
2024-07-29T17:49:38+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=DENIED
2024-07-29T17:49:42+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=EXIT
2024-07-29T17:49:46+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=DENIED
2024-07-29T17:49:57+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=PING
2024-07-29T17:50:09+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=ENTER
2024-07-29T17:50:14+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=EXIT
2024-07-29T17:50:16+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:50:19+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:50:31+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=DENIED
2024-07-29T17:50:41+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=ENTER
2024-07-29T17:50:49+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:50:55+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=ENTER
2024-07-29T17:50:56+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=PING
2024-07-29T17:51:07+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=EXIT
2024-07-29T17:51:10+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=DENIED
2024-07-29T17:51:15+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:51:28+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=ENTER
2024-07-29T17:51:28+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-29T17:51:36+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=PING
2024-07-29T17:51:40+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-29T17:51:43+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=ENTER
2024-07-29T17:51:44+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=EXIT
2024-07-29T17:51:45+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=PING
2024-07-29T17:51:48+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=PING
2024-07-29T17:52:14+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=ENTER
